# DerivedCoreProperties-16.0.0.txt
# Date: 2024-05-31, 18:09:32 GMT
# © 2024 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Unicode Character Database
#   For documentation, see https://www.unicode.org/reports/tr44/

# ================================================

# Derived Property: Math
#  Generated from: Sm + Other_Math

002B          ; Math
04D6          ; Changes_When_Lowercased
04D8          ; Changes_When_Lowercased
04DA          ; Changes_When_Lowercased
04DC          ; Changes_When_Lowercased
04DE          ; Changes_When_Lowercased
04E0          ; Changes_When_Lowercased
04E2          ; Changes_When_Lowercased
04E4          ; Changes_When_Lowercased
04E6          ; Changes_When_Lowercased
04E8          ; Changes_When_Lowercased
04EA          ; Changes_When_Lowercased
04EC          ; Changes_When_Lowercased
04EE          ; Changes_When_Lowercased
04F0          ; Changes_When_Lowercased
04F2          ; Changes_When_Lowercased
04F4          ; Changes_When_Lowercased
04F6          ; Changes_When_Lowercased
04F8          ; Changes_When_Lowercased
04FA          ; Changes_When_Lowercased
04FC          ; Changes_When_Lowercased
04FE          ; Changes_When_Lowercased
0500          ; Changes_When_Lowercased
0502          ; Changes_When_Lowercased
0504          ; Changes_When_Lowercased
0506          ; Changes_When_Lowercased
0508          ; Changes_When_Lowercased
050A          ; Changes_When_Lowercased
050C          ; Changes_When_Lowercased
050E          ; Changes_When_Lowercased
0510          ; Changes_When_Lowercased
0512          ; Changes_When_Lowercased
0514          ; Changes_When_Lowercased
0516          ; Changes_When_Lowercased
0518          ; Changes_When_Lowercased
051A          ; Changes_When_Lowercased
051C          ; Changes_When_Lowercased
051E          ; Changes_When_Lowercased
0520          ; Changes_When_Lowercased
0522          ; Changes_When_Lowercased
0524          ; Changes_When_Lowercased
0526          ; Changes_When_Lowercased
0528          ; Changes_When_Lowercased
052A          ; Changes_When_Lowercased
052C          ; Changes_When_Lowercased
052E          ; Changes_When_Lowercased
0531..0556    ; Changes_When_Lowercased
10A0..10C5    ; Changes_When_Lowercased
10C7          ; Changes_When_Lowercased
10CD          ; Changes_When_Lowercased
13A0..13F5    ; Changes_When_Lowercased
1C89          ; Changes_When_Lowercased
1C90..1CBA    ; Changes_When_Lowercased
1CBD..1CBF    ; Changes_When_Lowercased
1E00          ; Changes_When_Lowercased
1E02          ; Changes_When_Lowercased
1E04          ; Changes_When_Lowercased
1E06          ; Changes_When_Lowercased
1E08          ; Changes_When_Lowercased
1E0A          ; Changes_When_Lowercased
1E0C          ; Changes_When_Lowercased
1E0E          ; Changes_When_Lowercased
1E10          ; Changes_When_Lowercased
1E12          ; Changes_When_Lowercased
1E14          ; Changes_When_Lowercased
1E16          ; Changes_When_Lowercased
1E18          ; Changes_When_Lowercased
1E1A          ; Changes_When_Lowercased
1E1C          ; Changes_When_Lowercased
1E1E          ; Changes_When_Lowercased
1E20          ; Changes_When_Lowercased
1E22          ; Changes_When_Lowercased
1E24          ; Changes_When_Lowercased
1E26          ; Changes_When_Lowercased
1E28          ; Changes_When_Lowercased
1E2A          ; Changes_When_Lowercased
1E2C          ; Changes_When_Lowercased
1E2E          ; Changes_When_Lowercased
1E30          ; Changes_When_Lowercased
1E32          ; Changes_When_Lowercased
1E34          ; Changes_When_Lowercased
1E36          ; Changes_When_Lowercased
1E38          ; Changes_When_Lowercased
1E3A          ; Changes_When_Lowercased
1E3C          ; Changes_When_Lowercased
1E3E          ; Changes_When_Lowercased
1E40          ; Changes_When_Lowercased
1E42          ; Changes_When_Lowercased
1E44          ; Changes_When_Lowercased
1E46          ; Changes_When_Lowercased
1E48          ; Changes_When_Lowercased
1E4A          ; Changes_When_Lowercased
1E4C          ; Changes_When_Lowercased
1E4E          ; Changes_When_Lowercased
1E50          ; Changes_When_Lowercased
1E52          ; Changes_When_Lowercased
1E54          ; Changes_When_Lowercased
1E56          ; Changes_When_Lowercased
1E58          ; Changes_When_Lowercased
1E5A          ; Changes_When_Lowercased
1E5C          ; Changes_When_Lowercased
1E5E          ; Changes_When_Lowercased
1E60          ; Changes_When_Lowercased
1E62          ; Changes_When_Lowercased
1E64          ; Changes_When_Lowercased
1E66          ; Changes_When_Lowercased
1E68          ; Changes_When_Lowercased
1E6A          ; Changes_When_Lowercased
1E6C          ; Changes_When_Lowercased
1E6E          ; Changes_When_Lowercased
1E70          ; Changes_When_Lowercased
1E72          ; Changes_When_Lowercased
1E74          ; Changes_When_Lowercased
1E76          ; Changes_When_Lowercased
1E78          ; Changes_When_Lowercased
1E7A          ; Changes_When_Lowercased
1E7C          ; Changes_When_Lowercased
1E7E          ; Changes_When_Lowercased
1E80          ; Changes_When_Lowercased
1E82          ; Changes_When_Lowercased
1E84          ; Changes_When_Lowercased
1E86          ; Changes_When_Lowercased
1E88          ; Changes_When_Lowercased
1E8A          ; Changes_When_Lowercased
1E8C          ; Changes_When_Lowercased
1E8E          ; Changes_When_Lowercased
1E90          ; Changes_When_Lowercased
1E92          ; Changes_When_Lowercased
1E94          ; Changes_When_Lowercased
1E9E          ; Changes_When_Lowercased
1EA0          ; Changes_When_Lowercased
1EA2          ; Changes_When_Lowercased
1EA4          ; Changes_When_Lowercased
1EA6          ; Changes_When_Lowercased
1EA8          ; Changes_When_Lowercased
1EAA          ; Changes_When_Lowercased
1EAC          ; Changes_When_Lowercased
1EAE          ; Changes_When_Lowercased
1EB0          ; Changes_When_Lowercased
1EB2          ; Changes_When_Lowercased
1EB4          ; Changes_When_Lowercased
1EB6          ; Changes_When_Lowercased
1EB8          ; Changes_When_Lowercased
1EBA          ; Changes_When_Lowercased
1EBC          ; Changes_When_Lowercased
1EBE          ; Changes_When_Lowercased
1EC0          ; Changes_When_Lowercased
1EC2          ; Changes_When_Lowercased
1EC4          ; Changes_When_Lowercased
1EC6          ; Changes_When_Lowercased
1EC8          ; Changes_When_Lowercased
1ECA          ; Changes_When_Lowercased
1ECC          ; Changes_When_Lowercased
1ECE          ; Changes_When_Lowercased
1ED0          ; Changes_When_Lowercased
1ED2          ; Changes_When_Lowercased
1ED4          ; Changes_When_Lowercased
1ED6          ; Changes_When_Lowercased
1ED8          ; Changes_When_Lowercased
1EDA          ; Changes_When_Lowercased
1EDC          ; Changes_When_Lowercased
1EDE          ; Changes_When_Lowercased
1EE0          ; Changes_When_Lowercased
1EE2          ; Changes_When_Lowercased
1EE4          ; Changes_When_Lowercased
1EE6          ; Changes_When_Lowercased
1EE8          ; Changes_When_Lowercased
1EEA          ; Changes_When_Lowercased
1EEC          ; Changes_When_Lowercased
1EEE          ; Changes_When_Lowercased
1EF0          ; Changes_When_Lowercased
1EF2          ; Changes_When_Lowercased
1EF4          ; Changes_When_Lowercased
1EF6          ; Changes_When_Lowercased
1EF8          ; Changes_When_Lowercased
1EFA          ; Changes_When_Lowercased
1EFC          ; Changes_When_Lowercased
1EFE          ; Changes_When_Lowercased
1F08..1F0F    ; Changes_When_Lowercased
1F18..1F1D    ; Changes_When_Lowercased
1F28..1F2F    ; Changes_When_Lowercased
1F38..1F3F    ; Changes_When_Lowercased
1F48..1F4D    ; Changes_When_Lowercased
1F59          ; Changes_When_Lowercased
1F5B          ; Changes_When_Lowercased
1F5D          ; Changes_When_Lowercased
1F5F          ; Changes_When_Lowercased
1F68..1F6F    ; Changes_When_Lowercased
1F88..1F8F    ; Changes_When_Lowercased
1F98..1F9F    ; Changes_When_Lowercased
1FA8..1FAF    ; Changes_When_Lowercased
1FB8..1FBC    ; Changes_When_Lowercased
1FC8..1FCC    ; Changes_When_Lowercased
1FD8..1FDB    ; Changes_When_Lowercased
1FE8..1FEC    ; Changes_When_Lowercased
1FF8..1FFC    ; Changes_When_Lowercased
2126          ; Changes_When_Lowercased
212A..212B    ; Changes_When_Lowercased
2132          ; Changes_When_Lowercased
2160..216F    ; Changes_When_Lowercased
2183          ; Changes_When_Lowercased
24B6..24CF    ; Changes_When_Lowercased
2C00..2C2F    ; Changes_When_Lowercased
2C60          ; Changes_When_Lowercased
2C62..2C64    ; Changes_When_Lowercased
2C67          ; Changes_When_Lowercased
2C69          ; Changes_When_Lowercased
2C6B          ; Changes_When_Lowercased
2C6D..2C70    ; Changes_When_Lowercased
2C72          ; Changes_When_Lowercased
2C75          ; Changes_When_Lowercased
2C7E..2C80    ; Changes_When_Lowercased
2C82          ; Changes_When_Lowercased
2C84          ; Changes_When_Lowercased
2C86          ; Changes_When_Lowercased
2C88          ; Changes_When_Lowercased
2C8A          ; Changes_When_Lowercased
2C8C          ; Changes_When_Lowercased
2C8E          ; Changes_When_Lowercased
2C90          ; Changes_When_Lowercased
2C92          ; Changes_When_Lowercased
2C94          ; Changes_When_Lowercased
2C96          ; Changes_When_Lowercased
2C98          ; Changes_When_Lowercased
2C9A          ; Changes_When_Lowercased
2C9C          ; Changes_When_Lowercased
2C9E          ; Changes_When_Lowercased
2CA0          ; Changes_When_Lowercased
2CA2          ; Changes_When_Lowercased
2CA4          ; Changes_When_Lowercased
2CA6          ; Changes_When_Lowercased
2CA8          ; Changes_When_Lowercased
2CAA          ; Changes_When_Lowercased
2CAC          ; Changes_When_Lowercased
2CAE          ; Changes_When_Lowercased
2CB0          ; Changes_When_Lowercased
2CB2          ; Changes_When_Lowercased
2CB4          ; Changes_When_Lowercased
2CB6          ; Changes_When_Lowercased
2CB8          ; Changes_When_Lowercased
2CBA          ; Changes_When_Lowercased
2CBC          ; Changes_When_Lowercased
2CBE          ; Changes_When_Lowercased
2CC0          ; Changes_When_Lowercased
2CC2          ; Changes_When_Lowercased
2CC4          ; Changes_When_Lowercased
2CC6          ; Changes_When_Lowercased
2CC8          ; Changes_When_Lowercased
2CCA          ; Changes_When_Lowercased
2CCC          ; Changes_When_Lowercased
2CCE          ; Changes_When_Lowercased
2CD0          ; Changes_When_Lowercased
2CD2          ; Changes_When_Lowercased
2CD4          ; Changes_When_Lowercased
2CD6          ; Changes_When_Lowercased
2CD8          ; Changes_When_Lowercased
2CDA          ; Changes_When_Lowercased
2CDC          ; Changes_When_Lowercased
2CDE          ; Changes_When_Lowercased
2CE0          ; Changes_When_Lowercased
2CE2          ; Changes_When_Lowercased
2CEB          ; Changes_When_Lowercased
2CED          ; Changes_When_Lowercased
2CF2          ; Changes_When_Lowercased
A640          ; Changes_When_Lowercased
A642          ; Changes_When_Lowercased
A644          ; Changes_When_Lowercased
A646          ; Changes_When_Lowercased
A648          ; Changes_When_Lowercased
A64A          ; Changes_When_Lowercased
A64C          ; Changes_When_Lowercased
A64E          ; Changes_When_Lowercased
A650          ; Changes_When_Lowercased
A652          ; Changes_When_Lowercased
A654          ; Changes_When_Lowercased
A656          ; Changes_When_Lowercased
A658          ; Changes_When_Lowercased
A65A          ; Changes_When_Lowercased
A65C          ; Changes_When_Lowercased
A65E          ; Changes_When_Lowercased
A660          ; Changes_When_Lowercased
A662          ; Changes_When_Lowercased
A664          ; Changes_When_Lowercased
A666          ; Changes_When_Lowercased
A668          ; Changes_When_Lowercased
A66A          ; Changes_When_Lowercased
A66C          ; Changes_When_Lowercased
A680          ; Changes_When_Lowercased
A682          ; Changes_When_Lowercased
A684          ; Changes_When_Lowercased
A686          ; Changes_When_Lowercased
A688          ; Changes_When_Lowercased
A68A          ; Changes_When_Lowercased
A68C          ; Changes_When_Lowercased
A68E          ; Changes_When_Lowercased
A690          ; Changes_When_Lowercased
A692          ; Changes_When_Lowercased
A694          ; Changes_When_Lowercased
A696          ; Changes_When_Lowercased
A698          ; Changes_When_Lowercased
A69A          ; Changes_When_Lowercased
A722          ; Changes_When_Lowercased
A724          ; Changes_When_Lowercased
A726          ; Changes_When_Lowercased
A728          ; Changes_When_Lowercased
A72A          ; Changes_When_Lowercased
A72C          ; Changes_When_Lowercased
A72E          ; Changes_When_Lowercased
A732          ; Changes_When_Lowercased
A734          ; Changes_When_Lowercased
A736          ; Changes_When_Lowercased
A738          ; Changes_When_Lowercased
A73A          ; Changes_When_Lowercased
A73C          ; Changes_When_Lowercased
A73E          ; Changes_When_Lowercased
A740          ; Changes_When_Lowercased
A742          ; Changes_When_Lowercased
A744          ; Changes_When_Lowercased
A746          ; Changes_When_Lowercased
A748          ; Changes_When_Lowercased
A74A          ; Changes_When_Lowercased
A74C          ; Changes_When_Lowercased
A74E          ; Changes_When_Lowercased
A750          ; Changes_When_Lowercased
A752          ; Changes_When_Lowercased
A754          ; Changes_When_Lowercased
A756          ; Changes_When_Lowercased
A758          ; Changes_When_Lowercased
A75A          ; Changes_When_Lowercased
A75C          ; Changes_When_Lowercased
A75E          ; Changes_When_Lowercased
A760          ; Changes_When_Lowercased
A762          ; Changes_When_Lowercased
A764          ; Changes_When_Lowercased
A766          ; Changes_When_Lowercased
A768          ; Changes_When_Lowercased
A76A          ; Changes_When_Lowercased
A76C          ; Changes_When_Lowercased
A76E          ; Changes_When_Lowercased
A779          ; Changes_When_Lowercased
A77B          ; Changes_When_Lowercased
A77D..A77E    ; Changes_When_Lowercased
A780          ; Changes_When_Lowercased
A782          ; Changes_When_Lowercased
A784          ; Changes_When_Lowercased
A786          ; Changes_When_Lowercased
A78B          ; Changes_When_Lowercased
A78D          ; Changes_When_Lowercased
A790          ; Changes_When_Lowercased
A792          ; Changes_When_Lowercased
A796          ; Changes_When_Lowercased
A798          ; Changes_When_Lowercased
A79A          ; Changes_When_Lowercased
A79C          ; Changes_When_Lowercased
A79E          ; Changes_When_Lowercased
A7A0          ; Changes_When_Lowercased
A7A2          ; Changes_When_Lowercased
A7A4          ; Changes_When_Lowercased
A7A6          ; Changes_When_Lowercased
A7A8          ; Changes_When_Lowercased
A7AA..A7AE    ; Changes_When_Lowercased
A7B0..A7B4    ; Changes_When_Lowercased
A7B6          ; Changes_When_Lowercased
A7B8          ; Changes_When_Lowercased
A7BA          ; Changes_When_Lowercased
A7BC          ; Changes_When_Lowercased
A7BE          ; Changes_When_Lowercased
A7C0          ; Changes_When_Lowercased
A7C2          ; Changes_When_Lowercased
A7C4..A7C7    ; Changes_When_Lowercased
A7C9          ; Changes_When_Lowercased
A7CB..A7CC    ; Changes_When_Lowercased
A7D0          ; Changes_When_Lowercased
A7D6          ; Changes_When_Lowercased
A7D8          ; Changes_When_Lowercased
A7DA          ; Changes_When_Lowercased
A7DC          ; Changes_When_Lowercased
A7F5          ; Changes_When_Lowercased
FF21..FF3A    ; Changes_When_Lowercased
10400..10427  ; Changes_When_Lowercased
104B0..104D3  ; Changes_When_Lowercased
10570..1057A  ; Changes_When_Lowercased
1057C..1058A  ; Changes_When_Lowercased
1058C..10592  ; Changes_When_Lowercased
10594..10595  ; Changes_When_Lowercased
10C80..10CB2  ; Changes_When_Lowercased
10D50..10D65  ; Changes_When_Lowercased
118A0..118BF  ; Changes_When_Lowercased
16E40..16E5F  ; Changes_When_Lowercased
1E900..1E921  ; Changes_When_Lowercased

# Total code points: 1460

# ================================================

# Derived Property:   Changes_When_Uppercased (CWU)
#  Characters whose normalized forms are not stable under a toUppercase mapping.
#  For more information, see D140 in Section 3.13, "Default Case Algorithms".
#  Changes_When_Uppercased(X) is true when toUppercase(toNFD(X)) != toNFD(X)

0061..007A    ; Changes_When_Uppercased
00B5          ; Changes_When_Uppercased
00DF..00F6    ; Changes_When_Uppercased
00F8..00FF    ; Changes_When_Uppercased
0101          ; Changes_When_Uppercased
0103          ; Changes_When_Uppercased
0105          ; Changes_When_Uppercased
0107          ; Changes_When_Uppercased
0109          ; Changes_When_Uppercased
010B          ; Changes_When_Uppercased
010D          ; Changes_When_Uppercased
010F          ; Changes_When_Uppercased
0111          ; Changes_When_Uppercased
0113          ; Changes_When_Uppercased
0115          ; Changes_When_Uppercased
0117          ; Changes_When_Uppercased
0119          ; Changes_When_Uppercased
011B          ; Changes_When_Uppercased
011D          ; Changes_When_Uppercased
011F          ; Changes_When_Uppercased
0121          ; Changes_When_Uppercased
0123          ; Changes_When_Uppercased
0125          ; Changes_When_Uppercased
0127          ; Changes_When_Uppercased
0129          ; Changes_When_Uppercased
012B          ; Changes_When_Uppercased
012D          ; Changes_When_Uppercased
012F          ; Changes_When_Uppercased
0131          ; Changes_When_Uppercased
0133          ; Changes_When_Uppercased
0135          ; Changes_When_Uppercased
0137          ; Changes_When_Uppercased
013A          ; Changes_When_Uppercased
013C          ; Changes_When_Uppercased
013E          ; Changes_When_Uppercased
0140          ; Changes_When_Uppercased
0142          ; Changes_When_Uppercased
0144          ; Changes_When_Uppercased
0146          ; Changes_When_Uppercased
0148..0149    ; Changes_When_Uppercased
014B          ; Changes_When_Uppercased
014D          ; Changes_When_Uppercased
014F          ; Changes_When_Uppercased
0151          ; Changes_When_Uppercased
0153          ; Changes_When_Uppercased
0155          ; Changes_When_Uppercased
0157          ; Changes_When_Uppercased
0159          ; Changes_When_Uppercased
015B          ; Changes_When_Uppercased
015D          ; Changes_When_Uppercased
015F          ; Changes_When_Uppercased
0161          ; Changes_When_Uppercased
0163          ; Changes_When_Uppercased
0165          ; Changes_When_Uppercased
0167          ; Changes_When_Uppercased
0169          ; Changes_When_Uppercased
016B          ; Changes_When_Uppercased
016D          ; Changes_When_Uppercased
016F          ; Changes_When_Uppercased
0171          ; Changes_When_Uppercased
0173          ; Changes_When_Uppercased
0175          ; Changes_When_Uppercased
0177          ; Changes_When_Uppercased
017A          ; Changes_When_Uppercased
017C          ; Changes_When_Uppercased
017E..0180    ; Changes_When_Uppercased
0183          ; Changes_When_Uppercased
0185          ; Changes_When_Uppercased
0188          ; Changes_When_Uppercased
018C          ; Changes_When_Uppercased
